Species	Status
Hippotragus_niger	extant
Hippotragus_priscus	extinct
Hispanodorcas_heintzi	extinct
Hispanodorcas_orientalis	extinct
Hispanodorcas_rodleri	extinct
Hispanodorcas_torrubiae	extinct
Hispanomeryx_aragonensis	extinct
Hispanomeryx_daamsi	extinct
Hispanomeryx_duriensis	extinct
Homacodon_vagans	extinct
Homoiodorcas_tugenium	extinct
Honanotherium_schlosseri	extinct
Huabeitragus_yushensis	extinct
Hydaspitherium_birmanicus	extinct
Hydaspitherium_megacephalum	extinct
Hydropotes_inermis	extant
Hydropotopsis_lemanense	extinct
Hylochoerus_meinertzhageni	extant
Hylomeryx_annectans	extinct
Hylomeryx_quadricuspis	extinct
Hyotherium_insularis	extinct
Hyotherium_major	extinct
Hyotherium_meisneri	extinct
Hyotherium_soemmeringi	extinct
Hyotherium_youngi	extinct
Hyperdichobune_hammeli	extinct
Hyperdichobune_spectabilis	extinct
Hyperdichobune_spinifera	extinct
Hypertragulus_calcaratus	extinct
Hypertragulus_hesperius	extinct
Hypertragulus_minutus	extinct
Hypisodus_minimus	extinct
Hypsiops_bannackensis	extinct
Hypsiops_breviceps	extinct
Hypsodontus_gaopense	extinct
Hypsodontus_miocenicus	extinct
Hypsodontus_pronaticornis	extinct
Hypsodontus_serbicus	extinct
Hypsodontus_tanyceras	extinct
Ibarus_ignotus	extinct
Iberomeryx_minor	extinct
Iberomeryx_parvus	extinct
Ilingoceros_alexandrae	extinct
Ilingoceros_schizoceras	extinct
Indohyus_indirae	extinct
Indohyus_major	extinct
Indomeryx_arenae	extinct
Indomeryx_cotteri	extinct
Injanatherium_arabicum	extinct
Injanatherium_hazimi	extinct
Ioribos_aceros	extinct
Jaggermeryx_naida	extinct
Jamous_kolleensis	extinct
Kabulicornis_ahmadi	extinct
Karsimatherium_bazalethicum	extinct
Kenyapotamus_coryndoni	extinct
Kenyapotamus_ternani	extinct
Kenyasus_kirimunensis	extinct
Kenyasus_namaquensis	extinct
Kenyasus_rusingensis	extinct
Khirtharia_aurea	extinct
Khirtharia_dayi	extinct
Khirtharia_inflata	extinct
Kipsigicerus_labidotus	extinct
Kobus_ammolophi	extinct
Kobus_ancesrocera	extinct
Kobus_ancystrocera	extinct
Kobus_barbarus	extinct
Kobus_ellipsiprymnus	extant
Kobus_kob	extant
Kobus_korotorensis	extinct
Kobus_laticornis	extinct
Kobus_leche	extant
Kobus_oricornus	extinct
Kobus_patulicornis	extinct
Kobus_porrecticornis	extinct
Kobus_preoricornis	extinct
Kobus_presigmoidalis	extinct
Kobus_sigmoidalis	extinct
Kobus_sigmoidalis/ellipsiprymnus	extinct
Kobus_subdolus	extinct
Kobus_tchadensis	extinct
Kolpochoerus_afarensis	extinct
Kolpochoerus_deheinzelini	extinct
Kolpochoerus_heseloni	extinct
Kolpochoerus_majus	extinct
Kolpochoerus_millensis	extinct
Kolpochoerus_olduvaiensis	extinct
Kolpochoerus_phacochoeroides	extinct
Kolpochoerus_phillipi	extinct
Koufotragus_bailloudi	extinct
Kubanochoerus_gigas	extinct
Kubanochoerus_khinzikebirus	extinct
Kubanochoerus_mancharensis	extinct
Kubanochoerus_marymuunguae	extinct
Kubanochoerus_massai	extinct
Kubanochoerus_minheensis	extinct
Kubanochoerus_parvus	extinct
Kubanotragus_gaopoensis	extinct
Kubanotragus_sokolovi	extinct
Kukusepasutanka_schultzi	extinct
Kulutherium_kenyensis	extinct
Kunmunella_kalakotensis	extinct
Kunmunella_transversa	extinct
Kyptoceras_amatorum	extinct
Lagomeryx_colberti	extinct
Lagomeryx_complicidens	extinct
Lagomeryx_meyeri	extinct
Lagomeryx_minimus	extinct
Lagomeryx_parvulus	extinct
Lagomeryx_primaevus	extinct
Lagomeryx_pumilio	extinct
Lagomeryx_ruetimeyeri	extinct
Lagomeryx_satensis	extinct
Lagomeryx_triacuminatus	extinct
Lagomeryx_tsaidamensis	extinct
Lagomeryx_vallesensis	extinct
Lambdoceras_hessei	extinct
Lambdoceras_siouxensis	extinct
Lambdoceras_trinitiensis	extinct
Lantiantragus_longirostralis	extinct
Leptauchenia_brevifacies	extinct
Leptauchenia_decora	extinct
Leptauchenia_eiseleyi	extinct
Leptauchenia_loganensis	extinct
Leptauchenia_major	extinct
Leptauchenia_orellaensis	extinct
Leptauchenia_platyceps	extinct
Leptauchenia_schucherti	extinct
Leptobos_brevicornis	extinct
Leptobos_crassus	extinct
Leptobos_elatus	extinct
Leptobos_etruscus	extinct
Leptobos_furtivus	extinct
Leptobos_merlai	extinct
Leptobos_merlai/furtivus	extinct
Leptobos_stenometopon	extinct
Leptobos_syrticus	extinct
Leptobos_vallisarni	extinct
Leptochoerus_elegans	extinct
Leptochoerus_emilyae	extinct
Leptochoerus_spectabilis	extinct
Leptochoerus_supremus	extinct
Leptomeryx_blacki	extinct
Leptomeryx_evansi	extinct
Leptomeryx_mammifer	extinct
Leptomeryx_obliquidens	extinct
Leptomeryx_speciosus	extinct
Leptomeryx_yoderi	extinct
Leptoreodon_edwardsi	extinct
Leptoreodon_golzi	extinct
Leptoreodon_leptolophus	extinct
Leptoreodon_major	extinct
Leptoreodon_marshi	extinct
Leptoreodon_pusillus	extinct
Leptoreodon_stocki	extinct
Leptotheridium_lugeoni	extinct
Leptotheridium_traguloides	extinct
Leptotragulus_clarki	extinct
Leptotragulus_medius	extinct
Leptotragulus_proavus	extinct
Leptotragulus_profectus	extinct
Libralces_gallicus	extinct
Libycosaurus_petrocchii	extinct
Libytherium_maurusium	extinct
Listriodon_dukkar	extinct
Listriodon_pentapotamiae	extinct
Listriodon_splendens	extinct
Longirostromeryx_clarendoniesis	extinct
Longirostromeryx_novomexicanus	extinct
Longirostromeryx_wellsi	extinct
Lophiomeryx_benarensis	extinct
