Species	Status
Hypsoparia_timmi	extinct
Iberictis_azanzae	extinct
Iberictis_buloti	extinct
Ichneumia_albicauda	extant
Ichneumia_nims	extinct
Ictiocyon_dehmi	extinct
Ictiocyon_socialis	extinct
Ictitherium_aguirrei	extinct
Ictitherium_ebu	extinct
Ictitherium_intuberculatum	extinct
Ictitherium_kurteni	extinct
Ictitherium_pannonicum	extinct
Ictitherium_robustum	extinct
Ictitherium_tauricum	extinct
Ictitherium_viverrinum	extinct
Indarctos_anthracitis	extinct
Indarctos_arctoides	extinct
Indarctos_atticus	extinct
Indarctos_maraghanus	extinct
Indarctos_oregonensis	extinct
Indarctos_sinensis	extinct
Indarctos_vireti	extinct
Indarctos_zdanskyi	extinct
Intyrictis_vanvaleni	extinct
Ischyrictis_anatolicus	extinct
Ischyrictis_bezianensis	extinct
Ischyrictis_helbingi	extinct
Ischyrictis_mustelinus	extinct
Ischyrictis_petteri	extinct
Ischyrictis_zibethoides	extinct
Ischyrocyon_gidleyi	extinct
Ischyrocyon_mohavensis	extinct
Jourdanictis_grivensis	extinct
Kanuites_lewisae	extinct
Katifelis_nightingalei	extinct
Ketketictis_solida	extinct
Kichechia_savagei	extinct
Kichechia_zamanae	extinct
Kinometaxia_Guangpui	extinct
Kolponomos_clallamensis	extinct
Kolponomos_newportensis	extinct
Laphyctis_vorax	extinct
Leptailurus_serval	extant
Leptarctus_ancipidens	extinct
Leptarctus_desuii	extinct
Leptarctus_kansasensis	extinct
Leptarctus_martini	extinct
Leptarctus_neimenguensis	extinct
Leptarctus_oregonensis	extinct
Leptarctus_primus	extinct
Leptarctus_progressus	extinct
Leptarctus_supremus	extinct
Leptarctus_webbi	extinct
Leptarctus_woodburnei	extinct
Leptarctus_wortmani	extinct
Leptocyon_delicatus	extinct
Leptocyon_douglassi	extinct
Leptocyon_gregorii	extinct
Leptocyon_leidyi	extinct
Leptocyon_matthewi	extinct
Leptocyon_mollis	extinct
Leptocyon_tejonensis	extinct
Leptocyon_vafer	extinct
Leptocyon_vulpinus	extinct
Leptoplesictis_atavus	extinct
Leptoplesictis_aurelianensis	extinct
Leptoplesictis_filholi	extinct
Lokotunjailurus_emageritus	extinct
Lophocyon_carpathicus	extinct
Lophocyon_paraskevaidisi	extinct
Lupulella_adustus	extinct
Lutra_aonychoides	extinct
Lutra_fatimazohrae	extinct
Lutra_libyca	extinct
Lutra_licenti	extinct
Lutra_maculicollis	extinct
Lutra_simplicidens	extinct
Lutravus_halli	extinct
Lycyaena_chaeretis	extinct
Lycyaena_dubia	extinct
Lycyaenops_silberbergi	extinct
Lynx_issiodorensis	extinct
Lynx_kurteni	extinct
Lynx_lynx	extant
Lynx_pardinus	extant
Lynx_proterolyncis	extinct
Lynx_rexroadensis	extinct
Lynx_rufus	extant
Lynx_shansius	extinct
Lynx_variabilis	extinct
Machairodus_alberdiae	extinct
Machairodus_aphanistus	extinct
Machairodus_fires	extinct
Machairodus_fossilis	extinct
Machairodus_horribilis	extinct
Machairodus_ischimicus	extinct
Machairodus_laskarevi	extinct
Machairodus_tanneri	extinct
Maemohcyon_potisati	extinct
Magerictis_imperialensis	extinct
Magericyon_anceps	extinct
Magericyon_castellanus	extinct
Mammacyon_obtusidens	extinct
Marcetia_santigae	extinct
Martes_andersoni	extinct
Martes_basilii	extinct
Martes_burdigaliensis	extinct
Martes_cadeoti	extinct
Martes_collongensis	extinct
Martes_delphinensis	extinct
Martes_filholi	extinct
Martes_flavigula	extant
Martes_foina	extant
Martes_foxi	extinct
Martes_glareae	extinct
Martes_jaegeri	extinct
Martes_laevidens	extinct
Martes_lefkonensis	extinct
Martes_martes	extant
Martes_mellibulla	extinct
Martes_munki	extinct
Martes_oregonensis	extinct
Martes_sainjoni	extinct
Martes_sansaniensis	extinct
Martes_stirtoni	extinct
Martes_wenzensis	extinct
Martes_woodwardi	extinct
Martinogale_alveodens	extinct
Martinogale_faulli	extinct
Martinogale_nambiana	extinct
Matanomictis_maniyarensis	extinct
Megalictis_ferox	extinct
Megantereon_cultridens	extinct
Megantereon_ekidoit	extinct
Megantereon_lantianensis	extinct
Megantereon_nihowanensis	extinct
Megantereon_whitei	extinct
Meganteron_hesperus	extinct
Meiniogale_getti	extinct
Meles_chiai	extinct
Meles_dimitrius	extinct
Meles_gennevauxi	extinct
Meles_iberica	extinct
Meles_leucurus	extant
Meles_meles	extant
Meles_teilhardi	extinct
Meles_thorali	extinct
Melidellavus_leptorhynchus	extinct
Mellivora_benfieldi	extinct
Mellivora_capensis	extant
Melodon_incertum	extinct
Melodon_majori	extinct
Melodon_maraghanus	extinct
Melursus_ursinus	extant
Mephitis_mephitis	extant
Mephitis_rexroadensis	extinct
Mesocyon_brachyops	extinct
Mesocyon_coryphaeus	extinct
Mesocyon_temnodon	extinct
Mesomephitis_medius	extinct
Messelogale_kessleri	extinct
Metahyaena_confector	extinct
Metailurus_boodon	extinct
Metailurus_hengduanshanensis	extinct
Metailurus_major	extinct
Metailurus_mongoliensis	extinct
Metailurus_pamiri	extinct
Metailurus_parvulus	extinct
Metalopex_bakeri	extinct
Metalopex_macconnelli	extinct
Metalopex_merriami	extinct
Metatomarctus_canavus	extinct
Miacis_australis	extinct
Miacis_cognitus	extinct
Miacis_deutschi	extinct
Miacis_exiguus	extinct
Miacis_gracilis	extinct
Miacis_hargeri	extinct
Miacis_hookwayi	extinct
Miacis_jepseni	extinct
Miacis_latidens	extinct
Miacis_latouri	extinct
Miacis_medius	extinct
Miacis_parvivorus	extinct
Miacis_petilus	extinct
Miacis_sylvestris	extinct
Miacis_uintensis	extinct
Miacis_washakius	extinct
Miacis_winkleri	extinct
Microtomarctus_conferta	extinct
Miohyaenotherium_bessarabicum	extinct
Miomachairodus_pseudailuroides	extinct
Miomephitis_pilgrimi	extinct
Miomustela_madisonae	extinct
Miracinonyx_inexpectatus	extinct
Miracinonyx_trumani	extinct
Moghradictis_nedjema	extinct
Moralesictis_intrepidus	extinct
